n,m,time(s),sat,median_time(s)
5,3,0.000024471,True,0.000022940
5,3,0.000022328,True,0.000021125
5,3,0.000022672,True,0.000021995
5,3,0.000022201,True,0.000021079
5,3,0.000022208,True,0.000021655
5,3,0.000022884,True,0.000022462
5,3,0.000022515,True,0.000021133
5,3,0.000021792,True,0.000020999
5,3,0.000025204,True,0.000023628
5,3,0.000024029,True,0.000023341
5,3,0.000021756,True,0.000020854
5,3,0.000022224,True,0.000021242
5,3,0.000021683,True,0.000020845
5,3,0.000019351,True,0.000017882
5,3,0.000021178,True,0.000020440
5,3,0.000022697,True,0.000021543
5,3,0.000027035,True,0.000024858
5,3,0.000024701,True,0.000023164
5,3,0.000024082,True,0.000022915
5,3,0.000023601,True,0.000022232
5,3,0.000022413,True,0.000021796
5,3,0.000020096,True,0.000018542
5,3,0.000022673,True,0.000021678
5,3,0.000020948,True,0.000019157
5,3,0.000025464,True,0.000023619
5,3,0.000022797,True,0.000022306
5,3,0.000022385,True,0.000021758
5,3,0.000024623,True,0.000023058
5,3,0.000022680,True,0.000021764
5,3,0.000022642,True,0.000022379
5,3,0.000019572,True,0.000019476
5,3,0.000020043,True,0.000019391
5,3,0.000019431,True,0.000018131
5,3,0.000019734,True,0.000018504
5,3,0.000019561,True,0.000019331
5,3,0.000019084,True,0.000017946
5,3,0.000018197,True,0.000017054
5,3,0.000019588,True,0.000018061
5,3,0.000018883,True,0.000017539
5,3,0.000020387,True,0.000018681
5,3,0.000018428,True,0.000017303
5,3,0.000019656,True,0.000017910
5,3,0.000021134,True,0.000019372
5,3,0.000021271,True,0.000019068
5,3,0.000021005,True,0.000020985
5,3,0.000020736,True,0.000020425
5,3,0.000020807,True,0.000019412
5,3,0.000021169,True,0.000020390
5,3,0.000019200,True,0.000017994
5,3,0.000020717,True,0.000018841
5,3,0.000019994,True,0.000018693
5,3,0.000019158,True,0.000018260
5,3,0.000019467,True,0.000017996
5,3,0.000019174,True,0.000017791
5,3,0.000019577,True,0.000019571
5,3,0.000019178,True,0.000018266
5,3,0.000019183,True,0.000017490
5,3,0.000018889,True,0.000017745
5,3,0.000021481,True,0.000021432
5,3,0.000022301,True,0.000021829
5,3,0.000022945,True,0.000022460
5,3,0.000022219,True,0.000021832
5,3,0.000022200,True,0.000021026
5,3,0.000024037,True,0.000022598
5,3,0.000020342,True,0.000019781
5,3,0.000023058,True,0.000021801
5,3,0.000026215,True,0.000024894
5,3,0.000029144,True,0.000026014
5,3,0.000024637,True,0.000023017
5,3,0.000022389,True,0.000022360
5,3,0.000021429,True,0.000021361
5,3,0.000022524,True,0.000021781
5,3,0.000023019,True,0.000022121
5,3,0.000020746,True,0.000019547
5,3,0.000025616,True,0.000023400
5,3,0.000024035,True,0.000022820
5,3,0.000024851,True,0.000023382
5,3,0.000025453,True,0.000023748
5,3,0.000024471,True,0.000022817
